time;queue_size;split_tree;new_tree;new_tree_length;new_tree_prediction;new_tree_objective;best_tree;best_tree_length;prediction;objective;lower_bound;accuracy;num_captured;num_captured_incorrect
0.2324354648590088;17;((-3, 1), (-3, -1, -2), (-3, -1, 2), (3, -2), (3, 2));((-3, -1, -2), (-3, -1, 2), (3, -2), (3, 2), (-3, 1, -2), (-3, 1, 2));6;[0, 0, 1, 1, 0, 0];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.23445367813110352;17;((-3, 1), (-3, -1, -2), (-3, -1, 2), (3, -1), (3, 1));((-3, -1, -2), (-3, -1, 2), (3, -1), (3, 1), (-3, 1, -2), (-3, 1, 2));6;[0, 0, 1, 1, 0, 0];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.23670101165771484;14;((-3, 2), (-3, -2, -1), (-3, -2, 1), (3, -2), (3, 2));((-3, -2, -1), (-3, -2, 1), (3, -2), (3, 2), (-3, 2, -1), (-3, 2, 1));6;[0, 0, 1, 1, 0, 0];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.23896574974060059;13;((-3, 2), (-3, -2, -1), (-3, -2, 1), (3, -1), (3, 1));((-3, -2, -1), (-3, -2, 1), (3, -1), (3, 1), (-3, 2, -1), (-3, 2, 1));6;[0, 0, 1, 1, 0, 0];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.2550811767578125;2;((-2,), (2,));((2,), (-2, -1), (-2, 1));3;[1, 0, 1];0.48214999276096715;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.27069687843322754;3;((-2,), (2,));((2,), (-2, -3), (-2, 3));3;[1, 0, 1];0.4070088316200956;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.27362537384033203;4;((-2,), (2,));((-2,), (2, -1), (2, 1));3;[0, 1, 0];0.4877964383958303;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.27652525901794434;5;((-2,), (2,));((-2,), (2, -3), (2, 3));3;[0, 0, 1];0.47187056609237005;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.27941298484802246;5;((2,), (-2, -3), (-2, 3));((-2, -3), (-2, 3), (2, -1), (2, 1));4;[0, 1, 1, 0];0.4170088316200956;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.2823033332824707;6;((2,), (-2, -3), (-2, 3));((-2, -3), (-2, 3), (2, -3), (2, 3));4;[0, 1, 0, 1];0.4010829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.285294771194458;6;((-2, -3), (-2, 3), (2, -1), (2, 1));((-2, -3), (-2, 3), (2, 1), (2, -1, -3), (2, -1, 3));5;[0, 1, 0, 0, 1];0.4110829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.2962825298309326;6;((-2, -3), (-2, 3), (2, -3), (2, 3));((-2, 3), (2, -3), (2, 3), (-2, -3, -1), (-2, -3, 1));5;[1, 0, 1, 0, 0];0.4110829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.3015866279602051;7;((-2, -3), (-2, 3), (2, -3), (2, 3));((-2, -3), (2, -3), (2, 3), (-2, 3, -1), (-2, 3, 1));5;[0, 0, 1, 1, 1];0.4110829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.3068208694458008;7;((-2, 3), (2, -3), (2, 3), (-2, -3, -1), (-2, -3, 1));((2, -3), (2, 3), (-2, -3, -1), (-2, -3, 1), (-2, 3, -1), (-2, 3, 1));6;[0, 1, 0, 0, 1, 1];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.3090040683746338;8;((-2, 3), (2, -3), (2, 3), (-2, -3, -1), (-2, -3, 1));((-2, 3), (2, 3), (-2, -3, -1), (-2, -3, 1), (2, -3, -1), (2, -3, 1));6;[1, 1, 0, 0, 0, 0];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.3103630542755127;9;((-2, 3), (2, -3), (2, 3), (-2, -3, -1), (-2, -3, 1));((-2, 3), (2, -3), (-2, -3, -1), (-2, -3, 1), (2, 3, -1), (2, 3, 1));6;[1, 0, 0, 0, 1, 0];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.321505069732666;9;((-2, -3), (2, -3), (2, 3), (-2, 3, -1), (-2, 3, 1));((2, -3), (2, 3), (-2, 3, -1), (-2, 3, 1), (-2, -3, -1), (-2, -3, 1));6;[0, 1, 1, 1, 0, 0];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.32364630699157715;10;((-2, -3), (2, -3), (2, 3), (-2, 3, -1), (-2, 3, 1));((-2, -3), (2, 3), (-2, 3, -1), (-2, 3, 1), (2, -3, -1), (2, -3, 1));6;[0, 1, 1, 1, 0, 0];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.3250298500061035;11;((-2, -3), (2, -3), (2, 3), (-2, 3, -1), (-2, 3, 1));((-2, -3), (2, -3), (-2, 3, -1), (-2, 3, 1), (2, 3, -1), (2, 3, 1));6;[0, 0, 1, 1, 1, 0];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.32724761962890625;11;((2, -3), (2, 3), (-2, -3, -1), (-2, -3, 1), (-2, 3, -1), (-2, 3, 1));((2, 3), (-2, -3, -1), (-2, -3, 1), (-2, 3, -1), (-2, 3, 1), (2, -3, -1), (2, -3, 1));7;[1, 0, 0, 1, 1, 0, 0];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.3286116123199463;12;((2, -3), (2, 3), (-2, -3, -1), (-2, -3, 1), (-2, 3, -1), (-2, 3, 1));((2, -3), (-2, -3, -1), (-2, -3, 1), (-2, 3, -1), (-2, 3, 1), (2, 3, -1), (2, 3, 1));7;[0, 0, 0, 1, 1, 1, 0];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.3342771530151367;12;((-2, 3), (2, -3), (-2, -3, -1), (-2, -3, 1), (2, 3, -1), (2, 3, 1));((2, -3), (-2, -3, -1), (-2, -3, 1), (2, 3, -1), (2, 3, 1), (-2, 3, -1), (-2, 3, 1));7;[0, 0, 0, 1, 0, 1, 1];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.3364992141723633;13;((-2, 3), (2, -3), (-2, -3, -1), (-2, -3, 1), (2, 3, -1), (2, 3, 1));((-2, 3), (-2, -3, -1), (-2, -3, 1), (2, 3, -1), (2, 3, 1), (2, -3, -1), (2, -3, 1));7;[1, 0, 0, 1, 0, 0, 0];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.347628116607666;11;((-2, -3), (2, -3), (-2, 3, -1), (-2, 3, 1), (2, 3, -1), (2, 3, 1));((2, -3), (-2, 3, -1), (-2, 3, 1), (2, 3, -1), (2, 3, 1), (-2, -3, -1), (-2, -3, 1));7;[0, 1, 1, 1, 0, 0, 0];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.3498225212097168;12;((-2, -3), (2, -3), (-2, 3, -1), (-2, 3, 1), (2, 3, -1), (2, 3, 1));((-2, -3), (-2, 3, -1), (-2, 3, 1), (2, 3, -1), (2, 3, 1), (2, -3, -1), (2, -3, 1));7;[0, 1, 1, 1, 0, 0, 0];0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.35205841064453125;11;((2, -3), (-2, -3, -1), (-2, -3, 1), (-2, 3, -1), (-2, 3, 1), (2, 3, -1), (2, 3, 1));((-2, -3, -1), (-2, -3, 1), (-2, 3, -1), (-2, 3, 1), (2, 3, -1), (2, 3, 1), (2, -3, -1), (2, -3, 1));8;[0, 0, 1, 1, 1, 0, 0, 0];0.4410829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.36335301399230957;6;((-2, -3), (-2, 3), (2, 1), (2, -1, -3), (2, -1, 3));((-2, 3), (2, 1), (2, -1, -3), (2, -1, 3), (-2, -3, -1), (-2, -3, 1));6;[1, 0, 0, 1, 0, 0];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.3687164783477783;7;((-2, -3), (-2, 3), (2, 1), (2, -1, -3), (2, -1, 3));((-2, -3), (2, 1), (2, -1, -3), (2, -1, 3), (-2, 3, -1), (-2, 3, 1));6;[0, 0, 0, 1, 1, 1];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.3740813732147217;7;((-2, 3), (2, 1), (2, -1, -3), (2, -1, 3), (-2, -3, -1), (-2, -3, 1));((2, 1), (2, -1, -3), (2, -1, 3), (-2, -3, -1), (-2, -3, 1), (-2, 3, -1), (-2, 3, 1));7;[0, 0, 1, 0, 0, 1, 1];0.4310829593166354;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.38518452644348145;7;((-2, -3), (2, 1), (2, -1, -3), (2, -1, 3), (-2, 3, -1), (-2, 3, 1));((2, 1), (2, -1, -3), (2, -1, 3), (-2, 3, -1), (-2, 3, 1), (-2, -3, -1), (-2, -3, 1));7;[0, 0, 1, 1, 1, 0, 0];0.4310829593166354;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.401705265045166;4;((-1,), (1,));((1,), (-1, -2), (-1, 2));3;[1, 0, 1];0.4821499927609672;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.41814136505126953;5;((-1,), (1,));((1,), (-1, -3), (-1, 3));3;[1, 0, 1];0.393978572462719;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.42040324211120605;6;((-1,), (1,));((-1,), (1, -2), (1, 2));3;[0, 1, 0];0.48707253510930937;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4225776195526123;7;((-1,), (1,));((-1,), (1, -3), (1, 3));3;[0, 0, 1];0.4841769219632257;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.42479372024536133;7;((1,), (-1, -3), (-1, 3));((-1, -3), (-1, 3), (1, -2), (1, 2));4;[0, 1, 1, 0];0.403978572462719;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.42702341079711914;8;((1,), (-1, -3), (-1, 3));((-1, -3), (-1, 3), (1, -3), (1, 3));4;[0, 1, 0, 1];0.4010829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4382624626159668;9;((1,), (-1, -3), (-1, 3));((1,), (-1, 3), (-1, -3, -2), (-1, -3, 2));4;[1, 1, 0, 0];0.403978572462719;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4441084861755371;10;((1,), (-1, -3), (-1, 3));((1,), (-1, -3), (-1, 3, -2), (-1, 3, 2));4;[1, 0, 1, 1];0.403978572462719;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.44614076614379883;10;((-1, -3), (-1, 3), (1, -3), (1, 3));((-1, -3), (-1, 3), (1, 3), (1, -3, -2), (1, -3, 2));5;[0, 1, 1, 0, 0];0.4110829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4484729766845703;10;((-1, -3), (-1, 3), (1, -2), (1, 2));((-1, -3), (-1, 3), (1, 2), (1, -2, -3), (1, -2, 3));5;[0, 1, 0, 0, 1];0.4110829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.45066308975219727;10;((1,), (-1, -3), (-1, 3, -2), (-1, 3, 2));((-1, -3), (-1, 3, -2), (-1, 3, 2), (1, -2), (1, 2));5;[0, 1, 1, 1, 0];0.413978572462719;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4528999328613281;11;((1,), (-1, -3), (-1, 3, -2), (-1, 3, 2));((-1, -3), (-1, 3, -2), (-1, 3, 2), (1, -3), (1, 3));5;[0, 1, 1, 0, 1];0.4110829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.46440839767456055;12;((1,), (-1, -3), (-1, 3, -2), (-1, 3, 2));((1,), (-1, 3, -2), (-1, 3, 2), (-1, -3, -2), (-1, -3, 2));5;[1, 1, 1, 0, 0];0.413978572462719;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4666309356689453;12;((1,), (-1, 3), (-1, -3, -2), (-1, -3, 2));((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, -2), (1, 2));5;[1, 0, 0, 1, 0];0.413978572462719;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4688377380371094;13;((1,), (-1, 3), (-1, -3, -2), (-1, -3, 2));((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, -3), (1, 3));5;[1, 0, 0, 0, 1];0.4110829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.47473812103271484;14;((1,), (-1, 3), (-1, -3, -2), (-1, -3, 2));((1,), (-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2));5;[1, 0, 0, 1, 1];0.413978572462719;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.47686314582824707;14;((-1, -3), (-1, 3, -2), (-1, 3, 2), (1, -3), (1, 3));((-1, -3), (-1, 3, -2), (-1, 3, 2), (1, 3), (1, -3, -2), (1, -3, 2));6;[0, 1, 1, 1, 0, 0];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.47887516021728516;14;((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, -3), (1, 3));((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, 3), (1, -3, -2), (1, -3, 2));6;[1, 0, 0, 1, 0, 0];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.48116230964660645;14;((1,), (-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2));((-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2), (1, -2), (1, 2));6;[0, 0, 1, 1, 1, 0];0.42397857246271903;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4833836555480957;15;((1,), (-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2));((-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2), (1, -3), (1, 3));6;[0, 0, 1, 1, 0, 1];0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
