time;queue_size;split_tree;new_tree;new_tree_length;new_tree_objectivebest_tree;best_tree_length;prediction;objective;lower_bound;accuracy;num_captured;num_captured_incorrect
0.45560598373413086;10;((1,), (-1, -3), (-1, 3, -2), (-1, 3, 2));((-1, -3), (-1, 3, -2), (-1, 3, 2), (1, -2), (1, 2));5;0.413978572462719;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.45792245864868164;11;((1,), (-1, -3), (-1, 3, -2), (-1, 3, 2));((-1, -3), (-1, 3, -2), (-1, 3, 2), (1, -3), (1, 3));5;0.4110829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.46917724609375;12;((1,), (-1, -3), (-1, 3, -2), (-1, 3, 2));((1,), (-1, 3, -2), (-1, 3, 2), (-1, -3, -2), (-1, -3, 2));5;0.413978572462719;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.47138190269470215;12;((1,), (-1, 3), (-1, -3, -2), (-1, -3, 2));((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, -2), (1, 2));5;0.413978572462719;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4736044406890869;13;((1,), (-1, 3), (-1, -3, -2), (-1, -3, 2));((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, -3), (1, 3));5;0.4110829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.47956323623657227;14;((1,), (-1, 3), (-1, -3, -2), (-1, -3, 2));((1,), (-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2));5;0.413978572462719;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4815797805786133;14;((-1, -3), (-1, 3, -2), (-1, 3, 2), (1, -3), (1, 3));((-1, -3), (-1, 3, -2), (-1, 3, 2), (1, 3), (1, -3, -2), (1, -3, 2));6;0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.48358726501464844;14;((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, -3), (1, 3));((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, 3), (1, -3, -2), (1, -3, 2));6;0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4858829975128174;14;((1,), (-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2));((-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2), (1, -2), (1, 2));6;0.42397857246271903;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4881303310394287;15;((1,), (-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2));((-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2), (1, -3), (1, 3));6;0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4904439449310303;14;((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, -2), (1, 2));((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, 2), (1, -2, -3), (1, -2, 3));6;0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.49268555641174316;14;((-1, -3), (-1, 3, -2), (-1, 3, 2), (1, -2), (1, 2));((-1, -3), (-1, 3, -2), (-1, 3, 2), (1, 2), (1, -2, -3), (1, -2, 3));6;0.4210829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4948544502258301;14;((-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2), (1, -3), (1, 3));((-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2), (1, 3), (1, -3, -2), (1, -3, 2));7;0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.4971933364868164;14;((-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2), (1, -2), (1, 2));((-1, -3, -2), (-1, -3, 2), (-1, 3, -2), (-1, 3, 2), (1, 2), (1, -2, -3), (1, -2, 3));7;0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5030388832092285;14;((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, 2), (1, -2, -3), (1, -2, 3));((-1, -3, -2), (-1, -3, 2), (1, 2), (1, -2, -3), (1, -2, 3), (-1, 3, -2), (-1, 3, 2));7;0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
0.5089671611785889;14;((-1, 3), (-1, -3, -2), (-1, -3, 2), (1, 3), (1, -3, -2), (1, -3, 2));((-1, -3, -2), (-1, -3, 2), (1, 3), (1, -3, -2), (1, -3, 2), (-1, 3, -2), (-1, 3, 2));7;0.4310829593166353;((-3,), (3,));2;[0, 1];0.3810829593166353;[0.12655856377587954, 0.27452439554075575];0.6389170406833647;[4733, 2174];[1758, 736]
